End_Date,Portfolio_name,Campaign_Name,Ad_Group_Name,Advertised_SKU,Advertised_ASIN,Impressions,Clicks,Click_Thru_Rate_CTR,Cost_Per_Click_CPC,Spend,7_Day_Total_Sales,Total_Advertising_Cost_of_Sales_ACOS,Total_Return_on_Advertising_Spend_ROAS,7_Day_Total_Orders,7_Day_Total_Units,7_Day_Conversion_Rate,7_Day_Advertised_SKU_Units,7_Day_Other_SKU_Units,7_Day_Advertised_SKU_Sales,7_Day_Other_SKU_Sales
2023-02-27,Jumbo Jumble - ESF,EcoHome - Campaign 3,EcoHome - AdGroup 5,ECO-SYN-0014,B0SYNTH0014,3778,9,0.0024,1.39,12.49,36.42,0.3429,2.9159,1,1,0.1111,1,0,36.42,0
2023-10-30,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,183,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-25,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,1383,9,0.0065,1.22,10.96,18.48,0.5931,1.6861,0,0,0.0,0,0,18.48,0
2023-04-24,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,335,1,0.003,0.86,0.86,1.77,0.4859,2.0581,0,0,0.0,0,0,1.77,0
2023-07-17,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,523,4,0.0076,1.15,4.6,8.97,0.5128,1.95,0,0,0.0,0,0,8.97,0
2023-10-09,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,358,3,0.0084,0.33,1.0,3.83,0.2611,3.83,0,0,0.0,0,0,3.83,0
2023-10-02,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,308,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,Halley - ESF,VitaGreen - Campaign 4,VitaGreen - AdGroup 1,VIT-SYN-0015,B0SYNTH0015,394,4,0.0102,0.77,3.08,4.0,0.77,1.2987,0,0,0.0,0,0,4.0,0
2023-05-15,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,568,2,0.0035,1.43,2.85,3.99,0.7143,1.4,0,0,0.0,0,0,3.99,0
2023-11-20,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,217,1,0.0046,0.91,0.91,1.54,0.5909,1.6923,0,0,0.0,0,0,1.54,0
2023-01-02,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,244,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-03,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,8588,61,0.0071,0.7,42.95,80.92,0.5308,1.8841,1,1,0.0164,1,0,80.92,0
2023-02-20,Harveast - ESF,Halley - Campaign 4,Halley - AdGroup 2,HAL-SYN-0016,B0SYNTH0016,261,1,0.0038,1.45,1.45,4.13,0.3511,2.8483,0,0,0.0,0,0,4.13,0
2023-04-17,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,522,1,0.0019,0.77,0.77,6.25,0.1232,8.1169,0,0,0.0,0,0,6.25,0
2023-06-12,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,430,8,0.0186,0.88,7.07,9.32,0.7586,1.3182,0,0,0.0,0,0,9.32,0
2023-10-30,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,343,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,838,1,0.0012,1.43,1.43,1.94,0.7371,1.3566,0,0,0.0,0,0,1.94,0
2023-05-29,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-06,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,1390,2,0.0014,0.82,1.65,5.81,0.284,3.5212,0,0,0.0,0,0,5.81,0
2023-01-16,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,254,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-18,Bioblas - ESF,Harveast - Campaign 4,Harveast - AdGroup 3,HAR-SYN-0017,B0SYNTH0017,829,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,805,16,0.0199,1.0,15.96,20.61,0.7744,1.2914,1,1,0.0625,1,0,20.61,0
2023-11-13,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,655,2,0.0031,0.57,1.14,11.18,0.102,9.807,0,0,0.0,0,0,11.18,0
2023-04-03,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,684,1,0.0015,0.75,0.75,1.08,0.6944,1.44,0,0,0.0,0,0,1.08,0
2023-10-23,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,148,1,0.0068,1.06,1.06,1.56,0.6795,1.4717,0,0,0.0,0,0,1.56,0
2023-09-11,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-08,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,247,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,Orient Therapy - ESF,BioBlas - Campaign 4,BioBlas - AdGroup 4,BIO-SYN-0018,B0SYNTH0018,414,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,361,1,0.0028,1.44,1.44,2.43,0.5926,1.6875,0,0,0.0,0,0,2.43,0
2023-04-24,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,202,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,154,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-09,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,1308,6,0.0046,0.81,4.84,8.44,0.5735,1.7438,0,0,0.0,0,0,8.44,0
2023-12-11,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,384,2,0.0052,0.3,0.61,0.96,0.6354,1.5738,0,0,0.0,0,0,0.96,0
2023-10-23,Jumbo Jumble - ESF,OrientTherapy - Campaign 4,OrientTherapy - AdGroup 5,ORI-SYN-0019,B0SYNTH0019,264,1,0.0038,1.4,1.4,3.06,0.4575,2.1857,0,0,0.0,0,0,3.06,0
2023-03-06,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,387,2,0.0052,1.04,2.08,19.9,0.1045,9.5673,0,0,0.0,0,0,19.9,0
2023-02-20,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,273,2,0.0073,0.7,1.4,1.79,0.7821,1.2786,0,0,0.0,0,0,1.79,0
2023-02-06,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,683,2,0.0029,0.7,1.4,1.96,0.7143,1.4,0,0,0.0,0,0,1.96,0
2023-06-19,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,70,1,0.0143,1.25,1.25,2.6,0.4808,2.08,0,0,0.0,0,0,2.6,0
2023-06-26,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,1200,1,0.0008,0.98,0.98,4.26,0.23,4.3469,0,0,0.0,0,0,4.26,0
2023-07-17,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-10,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Halley - ESF,JumboJumble - Campaign 5,JumboJumble - AdGroup 1,JUM-SYN-0020,B0SYNTH0020,252,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,280,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,173,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,555,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,320,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-06,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,347,2,0.0058,1.31,2.62,10.16,0.2579,3.8779,0,0,0.0,0,0,10.16,0
2023-07-24,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-12,Harveast - ESF,NaturPlus - Campaign 5,NaturPlus - AdGroup 2,NAT-SYN-0021,B0SYNTH0021,347,1,0.0029,1.14,1.14,5.23,0.218,4.5877,0,0,0.0,0,0,5.23,0
2023-09-25,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,967,4,0.0041,0.98,3.91,9.69,0.4035,2.4783,0,0,0.0,0,0,9.69,0
2023-03-13,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,562,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-30,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,500,2,0.004,0.74,1.49,3.07,0.4853,2.0604,0,0,0.0,0,0,3.07,0
2023-06-05,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,405,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,Bioblas - ESF,EcoHome - Campaign 5,EcoHome - AdGroup 3,ECO-SYN-0022,B0SYNTH0022,496,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,1122,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,491,1,0.002,1.22,1.22,2.07,0.5894,1.6967,0,0,0.0,0,0,2.07,0
2023-09-04,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,170,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,1159,4,0.0035,0.7,2.79,3.89,0.7172,1.3943,0,0,0.0,0,0,3.89,0
2023-05-29,Orient Therapy - ESF,VitaGreen - Campaign 5,VitaGreen - AdGroup 4,VIT-SYN-0023,B0SYNTH0023,714,1,0.0014,1.09,1.09,1.37,0.7956,1.2569,0,0,0.0,0,0,1.37,0
2023-11-20,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-04,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,684,1,0.0015,1.48,1.48,2.65,0.5585,1.7905,0,0,0.0,0,0,2.65,0
2023-03-20,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,452,3,0.0066,1.41,4.23,6.02,0.7027,1.4232,0,0,0.0,0,0,6.02,0
2023-09-04,Jumbo Jumble - ESF,Halley - Campaign 5,Halley - AdGroup 5,HAL-SYN-0024,B0SYNTH0024,284,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-12,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-11,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-25,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,332,6,0.0181,1.43,8.55,14.56,0.5872,1.7029,0,0,0.0,0,0,14.56,0
2023-03-27,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,326,1,0.0031,0.46,0.46,0.76,0.6053,1.6522,0,0,0.0,0,0,0.76,0
2023-11-06,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,431,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,Halley - ESF,Harveast - Campaign 6,Harveast - AdGroup 1,HAR-SYN-0025,B0SYNTH0025,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,531,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-04,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,173,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,195,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,318,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,394,5,0.0127,0.83,4.14,9.82,0.4216,2.372,0,0,0.0,0,0,9.82,0
2023-07-03,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,482,2,0.0041,1.0,2.0,3.79,0.5277,1.895,0,0,0.0,0,0,3.79,0
2023-05-29,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,312,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Harveast - ESF,BioBlas - Campaign 6,BioBlas - AdGroup 2,BIO-SYN-0026,B0SYNTH0026,263,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,4693,62,0.0132,0.75,46.73,88.89,0.5257,1.9022,4,5,0.0645,5,0,88.89,0
2023-07-03,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,596,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-27,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,142,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-30,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,135,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,661,2,0.003,0.77,1.53,7.16,0.2137,4.6797,0,0,0.0,0,0,7.16,0
2023-05-15,Bioblas - ESF,OrientTherapy - Campaign 6,OrientTherapy - AdGroup 3,ORI-SYN-0027,B0SYNTH0027,303,1,0.0033,1.26,1.26,5.2,0.2423,4.127,0,0,0.0,0,0,5.2,0
2023-08-07,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,369,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,599,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-12,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,411,1,0.0024,0.77,0.77,3.72,0.207,4.8312,0,0,0.0,0,0,3.72,0
2023-06-26,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,2750,1,0.0004,0.37,0.37,0.73,0.5068,1.973,0,0,0.0,0,0,0.73,0
2023-11-27,Orient Therapy - ESF,JumboJumble - Campaign 6,JumboJumble - AdGroup 4,JUM-SYN-0028,B0SYNTH0028,154,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,337,1,0.003,0.66,0.66,1.26,0.5238,1.9091,0,0,0.0,0,0,1.26,0
2023-06-26,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,166,2,0.012,0.53,1.06,1.53,0.6928,1.4434,0,0,0.0,0,0,1.53,0
2023-03-27,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,80,1,0.0125,0.82,0.82,1.2,0.6833,1.4634,0,0,0.0,0,0,1.2,0
2023-10-30,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,445,1,0.0022,1.24,1.24,2.19,0.5662,1.7661,0,0,0.0,0,0,2.19,0
2023-09-25,Jumbo Jumble - ESF,NaturPlus - Campaign 6,NaturPlus - AdGroup 5,NAT-SYN-0029,B0SYNTH0029,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
