Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
2023-12-11,2023-12-11,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: hiking backpack,Exact,hiking backpack,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: hiking backpack,Exact,hiking backpack,500,8,0.016,0.78,6.26,15.45,0.4052,2.4681,0,0,0.0,0,0,15.45,0
2023-12-25,2023-12-25,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: organic hand towel set,Exact,organic hand towel set,208,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-06,2023-03-06,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: organic hand towel set,Phrase,organic hand towel set,146,1,0.0068,0.66,0.66,1.04,0.6346,1.5758,0,0,0.0,0,0,1.04,0
2023-10-16,2023-10-16,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: organic hand towel set,Exact,organic hand towel set,433,15,0.0346,0.75,11.29,33.74,0.3346,2.9885,0,0,0.0,0,0,33.74,0
2023-01-09,2023-01-09,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: aromatherapy oil,Broad,aromatherapy oil,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-16,2023-10-16,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: aromatherapy oil,Exact,aromatherapy oil,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-23,2023-10-23,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: aromatherapy oil,Exact,aromatherapy oil,365,1,0.0027,1.21,1.21,9.43,0.1283,7.7934,0,0,0.0,0,0,9.43,0
2023-04-10,2023-04-10,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: turkish cotton towel,Broad,turkish cotton towel,69,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,2023-11-13,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: turkish cotton towel,Broad,turkish cotton towel,119,2,0.0168,1.32,2.64,15.9,0.166,6.0227,0,0,0.0,0,0,15.9,0
2023-03-13,2023-03-13,Bioblas - ESF,USD,VitaGreen - Campaign 2,VitaGreen - AdGroup 3,keyword: turkish cotton towel,Exact,turkish cotton towel,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,2023-07-10,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: camping tent 4 person,Broad,camping tent 4 person,191,6,0.0314,0.94,5.66,7.13,0.7938,1.2597,0,0,0.0,0,0,7.13,0
2023-08-28,2023-08-28,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: camping tent 4 person,Phrase,camping tent 4 person,80,1,0.0125,0.42,0.42,0.83,0.506,1.9762,0,0,0.0,0,0,0.83,0
2023-07-03,2023-07-03,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: camping tent 4 person,Phrase,camping tent 4 person,1092,13,0.0119,0.97,12.58,89.26,0.1409,7.0954,3,3,0.2308,3,0,89.26,0
2023-12-04,2023-12-04,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: home office supplies,Broad,home office supplies,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: home office supplies,Phrase,home office supplies,261,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,2023-10-30,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: home office supplies,Phrase,home office supplies,190,1,0.0053,0.83,0.83,1.78,0.4663,2.1446,0,0,0.0,0,0,1.78,0
2023-08-21,2023-08-21,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: vegan snack pack,Phrase,vegan snack pack,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-22,2023-05-22,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: vegan snack pack,Exact,vegan snack pack,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,2023-12-11,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: vegan snack pack,Exact,vegan snack pack,144,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,2023-07-10,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: fitness accessories,Broad,fitness accessories,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-20,2023-11-20,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: fitness accessories,Phrase,fitness accessories,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: fitness accessories,Broad,fitness accessories,523,2,0.0038,1.27,2.54,11.27,0.2254,4.437,0,0,0.0,0,0,11.27,0
2023-05-15,2023-05-15,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: hiking backpack,Phrase,hiking backpack,598,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,2023-11-06,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: hiking backpack,Exact,hiking backpack,124,1,0.0081,0.94,0.94,1.43,0.6573,1.5213,0,0,0.0,0,0,1.43,0
2023-01-30,2023-01-30,Orient Therapy - ESF,USD,Halley - Campaign 2,Halley - AdGroup 4,keyword: hiking backpack,Exact,hiking backpack,251,2,0.008,0.89,1.77,3.87,0.4574,2.1864,0,0,0.0,0,0,3.87,0
2023-03-06,2023-03-06,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: camping tent 4 person,Exact,camping tent 4 person,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-04,2023-12-04,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: camping tent 4 person,Broad,camping tent 4 person,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: camping tent 4 person,Broad,camping tent 4 person,260,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-20,2023-02-20,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: turkish cotton towel,Phrase,turkish cotton towel,516,1,0.0019,0.32,0.32,1.26,0.254,3.9375,0,0,0.0,0,0,1.26,0
2023-11-27,2023-11-27,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: turkish cotton towel,Broad,turkish cotton towel,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: turkish cotton towel,Broad,turkish cotton towel,357,1,0.0028,1.15,1.15,8.0,0.1437,6.9565,0,0,0.0,0,0,8.0,0
2023-11-27,2023-11-27,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: protein shaker bottle,Broad,protein shaker bottle,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,2023-03-13,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: protein shaker bottle,Phrase,protein shaker bottle,1497,4,0.0027,1.35,5.39,52.49,0.1027,9.7384,0,0,0.0,0,0,52.49,0
2023-08-28,2023-08-28,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: protein shaker bottle,Exact,protein shaker bottle,165,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-17,2023-04-17,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: newborn bath set,Phrase,newborn bath set,493,1,0.002,0.3,0.3,0.86,0.3488,2.8667,0,0,0.0,0,0,0.86,0
2023-09-04,2023-09-04,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: newborn bath set,Exact,newborn bath set,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,2023-11-13,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: newborn bath set,Phrase,newborn bath set,408,1,0.0025,1.23,1.23,1.93,0.6373,1.5691,0,0,0.0,0,0,1.93,0
2023-06-26,2023-06-26,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: spa gift set,Phrase,spa gift set,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,2023-08-28,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: spa gift set,Exact,spa gift set,2822,18,0.0064,1.42,25.56,36.49,0.7005,1.4276,0,0,0.0,0,0,36.49,0
2023-11-06,2023-11-06,Jumbo Jumble - ESF,USD,Harveast - Campaign 2,Harveast - AdGroup 5,keyword: spa gift set,Exact,spa gift set,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: newborn bath set,Exact,newborn bath set,926,4,0.0043,0.91,3.63,6.67,0.5442,1.8375,0,0,0.0,0,0,6.67,0
2023-11-27,2023-11-27,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: newborn bath set,Phrase,newborn bath set,146,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-06,2023-02-06,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: newborn bath set,Broad,newborn bath set,256,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,2023-07-10,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: massage oil relaxing,Broad,massage oil relaxing,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: massage oil relaxing,Broad,massage oil relaxing,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,2023-05-15,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: massage oil relaxing,Exact,massage oil relaxing,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-06,2023-03-06,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: office desk organizer,Broad,office desk organizer,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-13,2023-02-13,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: office desk organizer,Exact,office desk organizer,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-30,2023-10-30,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: office desk organizer,Exact,office desk organizer,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,2023-07-31,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: air purifier hepa,Phrase,air purifier hepa,230,1,0.0043,1.43,1.43,2.32,0.6164,1.6224,0,0,0.0,0,0,2.32,0
2023-05-22,2023-05-22,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: air purifier hepa,Phrase,air purifier hepa,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-13,2023-11-13,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: air purifier hepa,Exact,air purifier hepa,2289,5,0.0022,0.41,2.07,15.87,0.1304,7.6667,0,0,0.0,0,0,15.87,0
2023-06-12,2023-06-12,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: protein shaker bottle,Exact,protein shaker bottle,210,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,2023-09-18,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: protein shaker bottle,Phrase,protein shaker bottle,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-13,2023-03-13,Halley - ESF,USD,BioBlas - Campaign 3,BioBlas - AdGroup 1,keyword: protein shaker bottle,Exact,protein shaker bottle,272,2,0.0074,0.59,1.19,7.8,0.1526,6.5546,0,0,0.0,0,0,7.8,0
2023-02-20,2023-02-20,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: spa gift set,Exact,spa gift set,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-05,2023-06-05,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: spa gift set,Phrase,spa gift set,549,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-18,2023-09-18,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: spa gift set,Exact,spa gift set,942,1,0.0011,1.09,1.09,4.85,0.2247,4.4495,0,0,0.0,0,0,4.85,0
2023-11-20,2023-11-20,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: aromatherapy oil,Phrase,aromatherapy oil,343,1,0.0029,0.77,0.77,2.15,0.3581,2.7922,0,0,0.0,0,0,2.15,0
2023-03-06,2023-03-06,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: aromatherapy oil,Exact,aromatherapy oil,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-11-06,2023-11-06,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: aromatherapy oil,Broad,aromatherapy oil,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: camping tent 4 person,Broad,camping tent 4 person,356,2,0.0056,0.55,1.09,2.05,0.5317,1.8807,0,0,0.0,0,0,2.05,0
2023-05-22,2023-05-22,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,188,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,2023-07-17,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: camping tent 4 person,Phrase,camping tent 4 person,3188,5,0.0016,1.11,5.53,10.24,0.54,1.8517,0,0,0.0,0,0,10.24,0
2023-11-27,2023-11-27,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: gym water bottle,Exact,gym water bottle,751,5,0.0067,1.0,4.98,9.48,0.5253,1.9036,0,0,0.0,0,0,9.48,0
2023-05-15,2023-05-15,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: gym water bottle,Phrase,gym water bottle,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-02-27,2023-02-27,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: gym water bottle,Phrase,gym water bottle,2475,23,0.0093,0.81,18.58,23.46,0.792,1.2626,1,1,0.0435,1,0,23.46,0
2023-09-11,2023-09-11,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: home office supplies,Exact,home office supplies,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-10-02,2023-10-02,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: home office supplies,Phrase,home office supplies,71,1,0.0141,1.24,1.24,2.95,0.4203,2.379,0,0,0.0,0,0,2.95,0
2023-06-26,2023-06-26,Harveast - ESF,USD,OrientTherapy - Campaign 3,OrientTherapy - AdGroup 2,keyword: home office supplies,Exact,home office supplies,327,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-14,2023-08-14,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: baby soft towel,Phrase,baby soft towel,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-27,2023-03-27,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: baby soft towel,Phrase,baby soft towel,166,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-25,2023-12-25,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: baby soft towel,Exact,baby soft towel,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-29,2023-05-29,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: dried figs snack,Exact,dried figs snack,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-03,2023-04-03,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: dried figs snack,Exact,dried figs snack,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,2023-06-26,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: dried figs snack,Phrase,dried figs snack,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,2023-01-02,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: massage oil relaxing,Broad,massage oil relaxing,731,2,0.0027,0.5,1.0,1.82,0.5495,1.82,0,0,0.0,0,0,1.82,0
2023-12-18,2023-12-18,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: massage oil relaxing,Broad,massage oil relaxing,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-25,2023-09-25,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: massage oil relaxing,Phrase,massage oil relaxing,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,2023-01-16,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: essential oil diffuser,Broad,essential oil diffuser,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,2023-06-26,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: essential oil diffuser,Phrase,essential oil diffuser,1031,5,0.0048,1.31,6.54,29.02,0.2254,4.4373,1,1,0.2,1,0,29.02,0
2023-05-08,2023-05-08,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: essential oil diffuser,Broad,essential oil diffuser,166,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-02,2023-01-02,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: turkish cotton towel,Exact,turkish cotton towel,70,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: turkish cotton towel,Phrase,turkish cotton towel,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,2023-08-28,Bioblas - ESF,USD,JumboJumble - Campaign 3,JumboJumble - AdGroup 3,keyword: turkish cotton towel,Broad,turkish cotton towel,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-09-04,2023-09-04,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: newborn bath set,Phrase,newborn bath set,233,5,0.0215,1.48,7.41,27.9,0.2656,3.7652,1,1,0.2,1,0,27.9,0
2023-06-05,2023-06-05,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: newborn bath set,Broad,newborn bath set,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-03,2023-07-03,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: newborn bath set,Phrase,newborn bath set,2194,1,0.0005,0.3,0.3,2.27,0.1322,7.5667,0,0,0.0,0,0,2.27,0
2023-12-04,2023-12-04,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: desk accessories,Phrase,desk accessories,1513,4,0.0026,0.42,1.69,2.34,0.7222,1.3846,0,0,0.0,0,0,2.34,0
2023-10-30,2023-10-30,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: desk accessories,Phrase,desk accessories,117,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-26,2023-06-26,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: desk accessories,Exact,desk accessories,11468,9,0.0008,0.76,6.88,40.96,0.168,5.9535,1,1,0.1111,1,0,40.96,0
2023-03-27,2023-03-27,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: protein shaker bottle,Phrase,protein shaker bottle,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-17,2023-07-17,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: protein shaker bottle,Exact,protein shaker bottle,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-28,2023-08-28,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: protein shaker bottle,Exact,protein shaker bottle,786,1,0.0013,1.21,1.21,1.64,0.7378,1.3554,0,0,0.0,0,0,1.64,0
2023-02-20,2023-02-20,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: essential oil diffuser,Broad,essential oil diffuser,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-08-21,2023-08-21,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: essential oil diffuser,Broad,essential oil diffuser,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-31,2023-07-31,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: essential oil diffuser,Broad,essential oil diffuser,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-23,2023-01-23,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: camping tent 4 person,Phrase,camping tent 4 person,299,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-04-10,2023-04-10,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: camping tent 4 person,Broad,camping tent 4 person,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-01,2023-05-01,Orient Therapy - ESF,USD,NaturPlus - Campaign 3,NaturPlus - AdGroup 4,keyword: camping tent 4 person,Phrase,camping tent 4 person,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-05-15,2023-05-15,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: aromatherapy oil,Broad,aromatherapy oil,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-01-16,2023-01-16,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: aromatherapy oil,Exact,aromatherapy oil,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-06-19,2023-06-19,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: aromatherapy oil,Phrase,aromatherapy oil,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-07-10,2023-07-10,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: fitness accessories,Broad,fitness accessories,240,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-12-11,2023-12-11,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: fitness accessories,Broad,fitness accessories,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2023-03-20,2023-03-20,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: fitness accessories,Broad,fitness accessories,422,1,0.0024,1.42,1.42,2.57,0.5525,1.8099,0,0,0.0,0,0,2.57,0
2023-04-24,2023-04-24,Jumbo Jumble - ESF,USD,EcoHome - Campaign 3,EcoHome - AdGroup 5,keyword: massage oil relaxing,Exact,massage oil relaxing,187,1,0.0053,0.88,0.88,2.36,0.3729,2.6818,0,0,0.0,0,0,2.36,0
