Parent_ASIN,Child_ASIN,Title,SKU,Sessions_Mobile_App,Sessions_Mobile_APP_B2B,Sessions_Browser,Sessions_Browser_B2B,Sessions_Total,Sessions_Total_B2B,Session_Percentage_Mobile_App,Session_Percentage_Browser,Session_Percentage_Total,Page_Views_Mobile_App,Page_Views_Browser,Page_Views_Total,Page_Views_Mobile_APP_B2B,Page_Views_Browser_B2B,Page_Views_Total_B2B,Page_Views_Percentage_Mobile_App,Page_Views_Percentage_Browser,Page_Views_Percentage_Total,Page_Views_Percentage_Mobile_App_B2B,Page_Views_Percentage_Browser_B2B,Page_Views_Percentage_Total_B2B,Session_Percentage_Mobile_APP_B2B,Session_Percentage_Browser_B2B,Session_Percentage_Total_B2B,Featured_Offer_Buy_Box_Percentage,Featured_Offer_Buy_Box_Percentage_B2B,Units_Ordered,Units_Ordered_B2B,Unit_Session_Percentage,Unit_Session_Percentage_B2B,Ordered_Product_Sales,Ordered_Product_Sales_B2B,Total_Order_Items,Total_Order_Items_B2B,Report_Date
B0SYNTH0009,B0SYNTH0010,BioBlas Beauty Product 11 - Premium Quality,BIO-SYN-0010,1024,0,1474,0,2499,0,41.0,59.0,100.0,1569,2257,3827,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,44.86,0.0,19,0,0.77,0.0,949.81,0.0,19,0,2022-05-09
B0SYNTH0009,B0SYNTH0010,BioBlas Beauty Product 11 - Premium Quality,BIO-SYN-0010,195,0,109,0,305,0,64.0,36.0,100.0,251,141,393,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,78.77,0.0,10,0,3.45,0.0,499.9,0.0,10,0,2023-11-13
B0SYNTH0009,B0SYNTH0010,BioBlas Beauty Product 11 - Premium Quality,BIO-SYN-0010,49,0,46,0,96,0,52.0,48.0,100.0,69,63,133,0,0,0,52.0,48.0,100.0,0,0,0,0,0,0,61.2,0.0,1,0,1.69,0.0,49.99,0.0,1,0,2023-08-21
B0SYNTH0009,B0SYNTH0010,BioBlas Beauty Product 11 - Premium Quality,BIO-SYN-0010,183,0,287,0,471,0,39.0,61.0,100.0,308,483,792,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,51.65,0.0,24,0,5.23,0.0,1199.76,0.0,24,0,2022-05-23
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,110,0,73,0,184,0,60.0,40.0,100.0,196,131,328,0,0,0,60.0,40.0,100.0,0,0,0,0,0,0,89.11,0.0,2,0,1.44,0.0,39.98,0.0,2,0,2023-03-13
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,460,0,663,0,1124,0,41.0,59.0,100.0,687,988,1676,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,67.81,0.0,27,0,2.49,0.0,539.73,0.0,27,0,2022-10-03
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,645,0,1253,0,1899,0,34.0,66.0,100.0,1102,2139,3242,0,0,0,34.0,66.0,100.0,0,0,0,0,0,0,25.53,0.0,99,0,5.26,0.0,1979.01,0.0,99,0,2023-07-31
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,7,0,11,0,19,0,39.0,61.0,100.0,10,17,28,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,19.7,0.0,0,0,2.33,0.0,0.0,0.0,0,0,2023-10-02
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,358,0,610,0,969,0,37.0,63.0,100.0,467,795,1263,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,43.13,0.0,14,0,1.48,0.0,279.86,0.0,14,0,2022-04-18
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,159,0,249,0,409,0,39.0,61.0,100.0,201,315,517,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,80.49,0.0,1,0,0.26,0.0,19.99,0.0,1,0,2022-08-22
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,216,0,325,0,542,0,40.0,60.0,100.0,300,450,750,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,57.89,0.0,17,0,3.27,0.0,339.83,0.0,17,0,2022-06-20
B0SYNTH0009,B0SYNTH0011,OrientTherapy Sports Product 12 - Premium Quality,ORI-SYN-0011,20,0,17,0,38,0,53.0,47.0,100.0,31,27,59,0,0,0,53.0,47.0,100.0,0,0,0,0,0,0,22.8,0.0,1,0,4.01,0.0,19.99,0.0,1,0,2023-08-28
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,76,0,82,0,159,0,48.0,52.0,100.0,125,135,261,0,0,0,48.0,52.0,100.0,0,0,0,0,0,0,15.88,0.0,10,0,6.38,0.0,199.9,0.0,10,0,2023-03-13
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,54,0,67,0,122,0,45.0,55.0,100.0,85,105,191,0,0,0,45.0,55.0,100.0,0,0,0,0,0,0,5.68,0.0,10,0,8.72,0.0,199.9,0.0,10,0,2023-05-08
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,129,0,157,0,287,0,45.0,55.0,100.0,196,240,437,0,0,0,45.0,55.0,100.0,0,0,0,0,0,0,47.45,0.0,4,0,1.4,0.0,79.96,0.0,4,0,2022-10-10
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,4,0,5,0,10,0,41.0,59.0,100.0,6,10,17,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,38.34,0.0,0,0,2.9,0.0,0.0,0.0,0,0,2022-10-24
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,1301,0,1301,0,2603,0,50.0,50.0,100.0,2178,2178,4356,0,0,0,50.0,50.0,100.0,0,0,0,0,0,0,36.11,0.0,49,0,1.92,0.0,979.51,0.0,49,0,2022-06-27
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,142,0,136,0,279,0,51.0,49.0,100.0,197,190,388,0,0,0,51.0,49.0,100.0,0,0,0,0,0,0,39.61,0.0,26,0,9.58,0.0,519.74,0.0,26,0,2022-06-13
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,18,0,18,0,37,0,50.0,50.0,100.0,29,29,58,0,0,0,50.0,50.0,100.0,0,0,0,0,0,0,43.18,0.0,0,0,1.94,0.0,0.0,0.0,0,0,2023-04-03
B0SYNTH0012,B0SYNTH0012,JumboJumble Health Product 13 - Premium Quality,JUM-SYN-0012,46,0,26,0,73,0,64.0,36.0,100.0,72,41,114,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,32.24,0.0,8,0,11.54,0.0,159.92,0.0,8,0,2023-05-01
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,19,0,33,0,53,0,37.0,63.0,100.0,28,47,76,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,33.01,0.0,0,0,0.11,0.0,0.0,0.0,0,0,2023-02-27
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,19,0,29,0,49,0,39.0,61.0,100.0,26,42,69,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,42.07,0.0,0,0,0.04,0.0,0.0,0.0,0,0,2022-08-08
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,80,0,115,0,196,0,41.0,59.0,100.0,130,188,319,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,83.53,0.0,4,0,2.26,0.0,99.96,0.0,4,0,2023-12-25
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,228,0,117,0,346,0,66.0,34.0,100.0,325,167,493,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,67.75,0.0,90,0,26.25,0.0,2249.1,0.0,90,0,2022-06-06
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,549,0,295,0,845,0,65.0,35.0,100.0,975,525,1501,0,0,0,65.0,35.0,100.0,0,0,0,0,0,0,72.19,0.0,158,0,18.79,0.0,3948.42,0.0,158,0,2023-09-18
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,17,0,12,0,30,0,57.0,43.0,100.0,26,19,46,0,0,0,57.0,43.0,100.0,0,0,0,0,0,0,38.75,0.0,0,0,1.29,0.0,0.0,0.0,0,0,2023-12-18
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,21,0,16,0,38,0,56.0,44.0,100.0,26,20,47,0,0,0,56.0,44.0,100.0,0,0,0,0,0,0,68.65,0.0,0,0,1.9,0.0,0.0,0.0,0,0,2023-12-04
B0SYNTH0012,B0SYNTH0013,NaturPlus Clothing Product 14 - Premium Quality,NAT-SYN-0013,1750,0,1216,0,2967,0,59.0,41.0,100.0,2123,1475,3599,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,78.36,0.0,293,0,9.89,0.0,7322.07,0.0,293,0,2023-03-06
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,901,0,464,0,1366,0,66.0,34.0,100.0,1129,582,1712,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,10.0,0.0,124,0,9.14,0.0,4338.76,0.0,124,0,2023-08-28
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,54,0,81,0,136,0,40.0,60.0,100.0,72,108,181,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,32.77,0.0,2,0,1.63,0.0,69.98,0.0,2,0,2023-02-06
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,153,0,187,0,341,0,45.0,55.0,100.0,275,337,613,0,0,0,45.0,55.0,100.0,0,0,0,0,0,0,36.2,0.0,0,0,0.18,0.0,0.0,0.0,0,0,2023-02-20
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,70,0,73,0,144,0,49.0,51.0,100.0,91,95,187,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,68.13,0.0,3,0,2.59,0.0,104.97,0.0,3,0,2023-03-06
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,1319,0,742,0,2062,0,64.0,36.0,100.0,2094,1177,3272,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,65.27,0.0,7,0,0.38,0.0,244.93,0.0,7,0,2022-04-18
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,5,0,4,0,10,0,54.0,46.0,100.0,8,7,16,0,0,0,54.0,46.0,100.0,0,0,0,0,0,0,65.97,0.0,0,0,3.95,0.0,0.0,0.0,0,0,2023-06-12
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,64,0,36,0,101,0,64.0,36.0,100.0,115,64,180,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,56.59,0.0,25,0,25.53,0.0,874.75,0.0,25,0,2023-04-24
B0SYNTH0012,B0SYNTH0014,EcoHome Office Product 15 - Premium Quality,ECO-SYN-0014,589,0,719,0,1309,0,45.0,55.0,100.0,975,1192,2168,0,0,0,45.0,55.0,100.0,0,0,0,0,0,0,66.28,0.0,73,0,5.61,0.0,2554.27,0.0,73,0,2023-05-08
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,17,0,35,0,53,0,33.0,67.0,100.0,30,62,93,0,0,0,33.0,67.0,100.0,0,0,0,0,0,0,46.27,0.0,3,0,5.82,0.0,104.97,0.0,3,0,2022-06-20
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,17,0,18,0,36,0,48.0,52.0,100.0,23,25,49,0,0,0,48.0,52.0,100.0,0,0,0,0,0,0,19.06,0.0,1,0,3.31,0.0,34.99,0.0,1,0,2023-12-25
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,330,0,186,0,517,0,64.0,36.0,100.0,451,254,706,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,61.18,0.0,31,0,6.13,0.0,1084.69,0.0,31,0,2022-08-22
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,560,0,276,0,837,0,67.0,33.0,100.0,749,369,1119,0,0,0,67.0,33.0,100.0,0,0,0,0,0,0,62.51,0.0,18,0,2.25,0.0,629.82,0.0,18,0,2023-10-02
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,48,0,66,0,115,0,42.0,58.0,100.0,72,100,173,0,0,0,42.0,58.0,100.0,0,0,0,0,0,0,15.24,0.0,2,0,2.6,0.0,69.98,0.0,2,0,2023-12-18
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,101,0,159,0,261,0,39.0,61.0,100.0,127,199,327,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,63.21,0.0,1,0,0.46,0.0,34.99,0.0,1,0,2023-08-07
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,3,0,6,0,10,0,32.0,68.0,100.0,4,10,15,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,19.24,0.0,0,0,7.8,0.0,0.0,0.0,0,0,2022-05-16
B0SYNTH0015,B0SYNTH0015,VitaGreen Baby Product 16 - Premium Quality,VIT-SYN-0015,400,0,256,0,657,0,61.0,39.0,100.0,710,453,1164,0,0,0,61.0,39.0,100.0,0,0,0,0,0,0,42.12,0.0,3,0,0.46,0.0,104.97,0.0,3,0,2022-11-14
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,815,0,499,0,1315,0,62.0,38.0,100.0,1073,658,1732,0,0,0,62.0,38.0,100.0,0,0,0,0,0,0,30.02,0.0,12,0,0.96,0.0,899.88,0.0,12,0,2022-09-05
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,3259,0,2265,0,5525,0,59.0,41.0,100.0,4043,2809,6853,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,61.72,0.0,48,0,0.87,0.0,3599.52,0.0,48,0,2022-12-12
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,161,0,313,0,475,0,34.0,66.0,100.0,272,529,802,0,0,0,34.0,66.0,100.0,0,0,0,0,0,0,63.53,0.0,42,0,8.89,0.0,3149.58,0.0,42,0,2023-08-07
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,327,0,557,0,885,0,37.0,63.0,100.0,416,710,1127,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,83.56,0.0,0,0,0.1,0.0,0.0,0.0,0,0,2023-05-29
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,1480,0,1541,0,3022,0,49.0,51.0,100.0,2452,2552,5005,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,58.36,0.0,25,0,0.84,0.0,1874.75,0.0,25,0,2023-04-17
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,204,0,141,0,346,0,59.0,41.0,100.0,263,182,446,0,0,0,59.0,41.0,100.0,0,0,0,0,0,0,58.38,0.0,14,0,4.2,0.0,1049.86,0.0,14,0,2022-08-29
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,805,0,396,0,1202,0,67.0,33.0,100.0,1084,534,1619,0,0,0,67.0,33.0,100.0,0,0,0,0,0,0,82.57,0.0,19,0,1.59,0.0,1424.81,0.0,19,0,2022-10-31
B0SYNTH0015,B0SYNTH0016,Halley Home & Kitchen Product 17 - Premium Quality,HAL-SYN-0016,74,0,173,0,248,0,30.0,70.0,100.0,127,296,424,0,0,0,30.0,70.0,100.0,0,0,0,0,0,0,28.48,0.0,3,0,1.35,0.0,224.97,0.0,3,0,2022-04-18
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,190,0,404,0,595,0,32.0,68.0,100.0,246,522,769,0,0,0,32.0,68.0,100.0,0,0,0,0,0,0,48.27,0.0,21,0,3.66,0.0,1889.79,0.0,21,0,2022-11-28
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,355,0,660,0,1016,0,35.0,65.0,100.0,610,1133,1744,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,90.7,0.0,33,0,3.33,0.0,2969.67,0.0,33,0,2023-07-03
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,889,0,522,0,1412,0,63.0,37.0,100.0,1373,806,2180,0,0,0,63.0,37.0,100.0,0,0,0,0,0,0,55.51,0.0,157,0,11.17,0.0,14128.43,0.0,157,0,2022-04-18
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,432,0,623,0,1056,0,41.0,59.0,100.0,583,838,1422,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,66.27,0.0,27,0,2.59,0.0,2429.73,0.0,27,0,2023-06-26
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,270,0,460,0,731,0,37.0,63.0,100.0,342,582,925,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,49.44,0.0,89,0,12.23,0.0,8009.11,0.0,89,0,2022-05-23
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,496,0,744,0,1241,0,40.0,60.0,100.0,786,1179,1965,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,51.76,0.0,346,0,27.9,0.0,31136.54,0.0,346,0,2023-03-20
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,87,0,58,0,146,0,60.0,40.0,100.0,108,72,181,0,0,0,60.0,40.0,100.0,0,0,0,0,0,0,62.71,0.0,15,0,10.28,0.0,1349.85,0.0,15,0,2022-08-01
B0SYNTH0015,B0SYNTH0017,Harveast Grocery Product 18 - Premium Quality,HAR-SYN-0017,182,0,222,0,405,0,45.0,55.0,100.0,218,267,486,0,0,0,45.0,55.0,100.0,0,0,0,0,0,0,16.41,0.0,3,0,0.77,0.0,269.97,0.0,3,0,2022-08-29
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,597,0,307,0,905,0,66.0,34.0,100.0,883,455,1339,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,69.17,0.0,48,0,5.38,0.0,959.52,0.0,48,0,2023-05-15
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,255,0,200,0,456,0,56.0,44.0,100.0,385,303,689,0,0,0,56.0,44.0,100.0,0,0,0,0,0,0,28.46,0.0,5,0,1.18,0.0,99.95,0.0,5,0,2023-07-17
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,92,0,58,0,151,0,61.0,39.0,100.0,142,90,233,0,0,0,61.0,39.0,100.0,0,0,0,0,0,0,53.38,0.0,15,0,10.03,0.0,299.85,0.0,15,0,2023-06-12
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,6,0,3,0,10,0,64.0,36.0,100.0,8,5,14,0,0,0,64.0,36.0,100.0,0,0,0,0,0,0,10.72,0.0,0,0,3.33,0.0,0.0,0.0,0,0,2023-11-27
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,34,0,51,0,85,0,40.0,60.0,100.0,59,89,149,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,35.74,0.0,2,0,2.63,0.0,39.98,0.0,2,0,2023-03-20
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,34,0,59,0,94,0,37.0,63.0,100.0,59,101,161,0,0,0,37.0,63.0,100.0,0,0,0,0,0,0,77.95,0.0,0,0,0.34,0.0,0.0,0.0,0,0,2023-08-07
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,138,0,258,0,397,0,35.0,65.0,100.0,169,315,485,0,0,0,35.0,65.0,100.0,0,0,0,0,0,0,58.19,0.0,36,0,9.19,0.0,719.64,0.0,36,0,2023-07-31
B0SYNTH0018,B0SYNTH0018,BioBlas Beauty Product 19 - Premium Quality,BIO-SYN-0018,383,0,778,0,1162,0,33.0,67.0,100.0,688,1398,2087,0,0,0,33.0,67.0,100.0,0,0,0,0,0,0,30.64,0.0,71,0,6.12,0.0,1419.29,0.0,71,0,2023-03-27
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,298,0,311,0,610,0,49.0,51.0,100.0,492,513,1006,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,17.08,0.0,85,0,13.96,0.0,6374.15,0.0,85,0,2022-12-26
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,7,0,12,0,20,0,39.0,61.0,100.0,12,20,33,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,30.89,0.0,0,0,0.6,0.0,0.0,0.0,0,0,2022-07-11
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,141,0,94,0,236,0,60.0,40.0,100.0,207,138,346,0,0,0,60.0,40.0,100.0,0,0,0,0,0,0,45.95,0.0,2,0,0.92,0.0,149.98,0.0,2,0,2023-09-25
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,22,0,19,0,42,0,54.0,46.0,100.0,37,31,69,0,0,0,54.0,46.0,100.0,0,0,0,0,0,0,48.56,0.0,1,0,3.7,0.0,74.99,0.0,1,0,2023-04-03
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,134,0,239,0,374,0,36.0,64.0,100.0,225,400,626,0,0,0,36.0,64.0,100.0,0,0,0,0,0,0,54.88,0.0,6,0,1.65,0.0,449.94,0.0,6,0,2023-03-06
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,21,0,25,0,47,0,46.0,54.0,100.0,27,32,60,0,0,0,46.0,54.0,100.0,0,0,0,0,0,0,90.47,0.0,2,0,4.93,0.0,149.98,0.0,2,0,2023-02-27
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,7,0,4,0,12,0,66.0,34.0,100.0,13,6,20,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,21.45,0.0,0,0,2.64,0.0,0.0,0.0,0,0,2022-04-25
B0SYNTH0018,B0SYNTH0019,OrientTherapy Sports Product 20 - Premium Quality,ORI-SYN-0019,44,0,66,0,110,0,40.0,60.0,100.0,63,94,158,0,0,0,40.0,60.0,100.0,0,0,0,0,0,0,71.04,0.0,0,0,0.18,0.0,0.0,0.0,0,0,2023-01-09
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,147,0,75,0,223,0,66.0,34.0,100.0,258,132,391,0,0,0,66.0,34.0,100.0,0,0,0,0,0,0,27.52,0.0,21,0,9.47,0.0,734.79,0.0,21,0,2023-05-22
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,60,0,84,0,145,0,42.0,58.0,100.0,74,103,178,0,0,0,42.0,58.0,100.0,0,0,0,0,0,0,52.48,0.0,0,0,0.36,0.0,0.0,0.0,0,0,2023-02-27
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,440,0,457,0,898,0,49.0,51.0,100.0,629,655,1285,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,50.12,0.0,13,0,1.46,0.0,454.87,0.0,13,0,2022-10-03
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,998,0,784,0,1783,0,56.0,44.0,100.0,1457,1145,2603,0,0,0,56.0,44.0,100.0,0,0,0,0,0,0,56.19,0.0,29,0,1.64,0.0,1014.71,0.0,29,0,2022-07-25
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,81,0,69,0,151,0,54.0,46.0,100.0,115,97,213,0,0,0,54.0,46.0,100.0,0,0,0,0,0,0,25.18,0.0,5,0,3.56,0.0,174.95,0.0,5,0,2023-04-10
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,60,0,58,0,119,0,51.0,49.0,100.0,89,86,176,0,0,0,51.0,49.0,100.0,0,0,0,0,0,0,84.64,0.0,0,0,0.04,0.0,0.0,0.0,0,0,2022-05-16
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,81,0,40,0,122,0,67.0,33.0,100.0,140,68,209,0,0,0,67.0,33.0,100.0,0,0,0,0,0,0,37.99,0.0,0,0,0.6,0.0,0.0,0.0,0,0,2022-11-07
B0SYNTH0018,B0SYNTH0020,JumboJumble Health Product 21 - Premium Quality,JUM-SYN-0020,47,0,48,0,96,0,49.0,51.0,100.0,66,68,135,0,0,0,49.0,51.0,100.0,0,0,0,0,0,0,49.08,0.0,20,0,21.66,0.0,699.8,0.0,20,0,2022-08-08
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,175,0,252,0,428,0,41.0,59.0,100.0,212,306,519,0,0,0,41.0,59.0,100.0,0,0,0,0,0,0,68.06,0.0,0,0,0.0,0.0,0.0,0.0,0,0,2022-09-19
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,37,0,58,0,96,0,39.0,61.0,100.0,56,88,145,0,0,0,39.0,61.0,100.0,0,0,0,0,0,0,54.32,0.0,1,0,1.97,0.0,74.99,0.0,1,0,2023-01-02
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,9,0,22,0,32,0,31.0,69.0,100.0,14,31,46,0,0,0,31.0,69.0,100.0,0,0,0,0,0,0,12.67,0.0,0,0,2.41,0.0,0.0,0.0,0,0,2023-06-26
B0SYNTH0021,B0SYNTH0021,NaturPlus Clothing Product 22 - Premium Quality,NAT-SYN-0021,176,0,107,0,284,0,62.0,38.0,100.0,259,159,419,0,0,0,62.0,38.0,100.0,0,0,0,0,0,0,92.8,0.0,5,0,1.86,0.0,374.95,0.0,5,0,2022-08-29
